"ortho" "swissProt" "name" "egn" "db" "description"
"4" "ORTHOMCL10002" "Q05823" "RN5A_HUMAN" "RN5A" "HUMAN" "ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]"
"223" "ORTHOMCL10253" "Q9NVH2" "INT7_HUMAN" "INT7" "HUMAN" "integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]"
"225" "ORTHOMCL10256" "Q13206" "DDX10_HUMAN" "DDX10" "HUMAN" "DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]"
"228" "ORTHOMCL10259" "Q96S06" "LMF1_HUMAN" "LMF1" "HUMAN" "lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]"
"230" "ORTHOMCL10260" "P07949" "RET_HUMAN" "RET" "HUMAN" "ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]"
"238" "ORTHOMCL10265" "Q75N03" "HAKAI_HUMAN" "HAKAI" "HUMAN" "Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]"
"253" "ORTHOMCL10273" "Q14678" "KANK1_HUMAN" "KANK1" "HUMAN" "KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:19309]"
"255" "ORTHOMCL10275" "O14646" "CHD1_HUMAN" "CHD1" "HUMAN" "chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]"
"261" "ORTHOMCL10277" "Q86VQ0" "LCA5_HUMAN" "LCA5" "HUMAN" "LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]"
"262" "ORTHOMCL10278" "Q6ZSS7" "MFSD6_HUMAN" "MFSD6" "HUMAN" "major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]"
"264" "ORTHOMCL10279" "Q9H0A0" "NAT10_HUMAN" "NAT10" "HUMAN" "N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]"
"267" "ORTHOMCL10283" "O43592" "XPOT_HUMAN" "XPOT" "HUMAN" "exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]"
"269" "ORTHOMCL10287" "Q9NWY4" "HPF1_HUMAN" "HPF1" "HUMAN" "histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]"
"271" "ORTHOMCL10288" "Q9BSJ2" "GCP2_HUMAN" "GCP2" "HUMAN" "tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]"
"277" "ORTHOMCL10293" "A2RUC4" "TYW5_HUMAN" "TYW5" "HUMAN" "tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]"
"282" "ORTHOMCL10295" "O60260" "PRKN_HUMAN" "PRKN" "HUMAN" "parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]"
"292" "ORTHOMCL10299" "Q9Y2W6" "TDRKH_HUMAN" "TDRKH" "HUMAN" "tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]"
"296" "ORTHOMCL10302" "Q9UDY8" "MALT1_HUMAN" "MALT1" "HUMAN" "MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]"
"298" "ORTHOMCL10304" "Q9C0C9" "UBE2O_HUMAN" "UBE2O" "HUMAN" "ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]"
"301" "ORTHOMCL10306" "Q5TFE4" "NT5D1_HUMAN" "NT5D1" "HUMAN" "5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]"
"303" "ORTHOMCL10308" "Q5T5J6" "SWT1_HUMAN" "SWT1" "HUMAN" "SWT1, RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]"
"312" "ORTHOMCL10311" "Q6P4R8" "NFRKB_HUMAN" "NFRKB" "HUMAN" "nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]"
"313" "ORTHOMCL10312" "Q14118" "DAG1_HUMAN" "DAG1" "HUMAN" "dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]"
"322" "ORTHOMCL10319" "Q58A45" "PAN3_HUMAN" "PAN3" "HUMAN" "PAN3 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29991]"
"324" "ORTHOMCL10321" "Q8WUB8" "PHF10_HUMAN" "PHF10" "HUMAN" "PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]"
"329" "ORTHOMCL10324" "Q6ZTW0" "TPGS1_HUMAN" "TPGS1" "HUMAN" "tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]"
"338" "ORTHOMCL10329" "Q9Y283" "INVS_HUMAN" "INVS" "HUMAN" "inversin [Source:HGNC Symbol;Acc:HGNC:17870]"
"339" "ORTHOMCL10330" "P48553" "TPC10_HUMAN" "TPC10" "HUMAN" "trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]"
"343" "ORTHOMCL10331" "Q9HC36" "MRM3_HUMAN" "MRM3" "HUMAN" "mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]"
"345" "ORTHOMCL10335" "Q9Y5Q8" "TF3C5_HUMAN" "TF3C5" "HUMAN" "general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]"
"353" "ORTHOMCL10345" "Q9NSA2" "KCND1_HUMAN" "KCND1" "HUMAN" "potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"
"359" "ORTHOMCL10346" "Q9UHB6" "LIMA1_HUMAN" "LIMA1" "HUMAN" "LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]"
"365" "ORTHOMCL10349" "P30622" "CLIP1_HUMAN" "CLIP1" "HUMAN" "CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]"
"369" "ORTHOMCL10350" "O00267" "SPT5H_HUMAN" "SPT5H" "HUMAN" "SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]"
"373" "ORTHOMCL10351" "Q86TZ1" "TTC6_HUMAN" "TTC6" "HUMAN" "tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]"
"376" "ORTHOMCL10356" "Q8N653" "LZTR1_HUMAN" "LZTR1" "HUMAN" "leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]"
"379" "ORTHOMCL10357" "P42680" "TEC_HUMAN" "TEC" "HUMAN" "tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]"
"381" "ORTHOMCL10358" "A6NDU8" "CE051_HUMAN" "CE051" "HUMAN" "chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]"
"383" "ORTHOMCL10359" "Q92685" "ALG3_HUMAN" "ALG3" "HUMAN" "ALG3, alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]"
"390" "ORTHOMCL10362" "Q9NWZ8" "GEMI8_HUMAN" "GEMI8" "HUMAN" "gem nuclear organelle associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]"
"391" "ORTHOMCL10364" "Q13823" "NOG2_HUMAN" "NOG2" "HUMAN" "G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]"
"395" "ORTHOMCL10370" "Q7Z7A4" "PXK_HUMAN" "PXK" "HUMAN" "PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]"
"398" "ORTHOMCL10371" "O95486" "SC24A_HUMAN" "SC24A" "HUMAN" "SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]"
"409" "ORTHOMCL10376" "Q8NBJ9" "SIDT2_HUMAN" "SIDT2" "HUMAN" "SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]"
"411" "ORTHOMCL10377" "Q01484" "ANK2_HUMAN" "ANK2" "HUMAN" "ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]"
"417" "ORTHOMCL10380" "O75923" "DYSF_HUMAN" "DYSF" "HUMAN" "dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]"
"422" "ORTHOMCL10382" "Q13523" "PRP4B_HUMAN" "PRP4B" "HUMAN" "pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]"
"426" "ORTHOMCL10383" "Q8IYE1" "CCD13_HUMAN" "CCD13" "HUMAN" "coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358]"
"431" "ORTHOMCL10389" "O75063" "XYLK_HUMAN" "XYLK" "HUMAN" "FAM20B, glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]"
"433" "ORTHOMCL10392" "P50851" "LRBA_HUMAN" "LRBA" "HUMAN" "LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]"
"435" "ORTHOMCL10393" "Q155Q3" "DIXC1_HUMAN" "DIXC1" "HUMAN" "DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]"
"438" "ORTHOMCL10394" "O60244" "MED14_HUMAN" "MED14" "HUMAN" "mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]"
"441" "ORTHOMCL10395" "P36508" "ZNF76_HUMAN" "ZNF76" "HUMAN" "zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]"
"445" "ORTHOMCL10396" "P08842" "STS_HUMAN" "STS" "HUMAN" "steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]"
"451" "ORTHOMCL10398" "Q9NRH1" "YAED1_HUMAN" "YAED1" "HUMAN" "Yae1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24857]"
"453" "ORTHOMCL10399" "Q6ZNE5" "BAKOR_HUMAN" "BAKOR" "HUMAN" "autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]"
"455" "ORTHOMCL10401" "Q15020" "SART3_HUMAN" "SART3" "HUMAN" "squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]"
"469" "ORTHOMCL10402" "Q96H55" "MYO19_HUMAN" "MYO19" "HUMAN" "myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]"
"470" "ORTHOMCL10410" "O60293" "ZC3H1_HUMAN" "ZC3H1" "HUMAN" "zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]"
"471" "ORTHOMCL10412" "O60476" "MA1A2_HUMAN" "MA1A2" "HUMAN" "mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]"
"478" "ORTHOMCL10417" "Q71F23" "CENPU_HUMAN" "CENPU" "HUMAN" "centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]"
"487" "ORTHOMCL10425" "Q96KR1" "ZFR_HUMAN" "ZFR" "HUMAN" "zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]"
"489" "ORTHOMCL10427" "Q96JB2" "COG3_HUMAN" "COG3" "HUMAN" "component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]"
"491" "ORTHOMCL10428" "Q8TEW6" "DOK4_HUMAN" "DOK4" "HUMAN" "docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868]"
"498" "ORTHOMCL10434" "O75496" "GEMI_HUMAN" "GEMI" "HUMAN" "geminin, DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]"
"503" "ORTHOMCL10440" "Q9NX05" "F120C_HUMAN" "F120C" "HUMAN" "family with sequence similarity 120C [Source:HGNC Symbol;Acc:HGNC:16949]"
"505" "ORTHOMCL10441" "O14772" "FPGT_HUMAN" "FPGT" "HUMAN" "fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]"
"511" "ORTHOMCL10447" "Q9BV38" "WDR18_HUMAN" "WDR18" "HUMAN" "WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]"
"512" "ORTHOMCL10448" "P35498" "SCN1A_HUMAN" "SCN1A" "HUMAN" "sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585]"
"527" "ORTHOMCL10466" "Q8IWF2" "FXRD2_HUMAN" "FXRD2" "HUMAN" "FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]"
"528" "ORTHOMCL10468" "Q86SQ7" "SDCG8_HUMAN" "SDCG8" "HUMAN" "serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:HGNC:10671]"
"529" "ORTHOMCL10472" "O75342" "LX12B_HUMAN" "LX12B" "HUMAN" "arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]"
"533" "ORTHOMCL10473" "Q14166" "TTL12_HUMAN" "TTL12" "HUMAN" "tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]"
"538" "ORTHOMCL10476" "O75762" "TRPA1_HUMAN" "TRPA1" "HUMAN" "transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]"
"544" "ORTHOMCL10478" "Q12770" "SCAP_HUMAN" "SCAP" "HUMAN" "SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]"
"547" "ORTHOMCL10481" "Q13490" "BIRC2_HUMAN" "BIRC2" "HUMAN" "baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]"
"551" "ORTHOMCL10482" "Q16629" "SRSF7_HUMAN" "SRSF7" "HUMAN" "serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]"
"554" "ORTHOMCL10483" "Q63HM2" "PCX4_HUMAN" "PCX4" "HUMAN" "pecanex homolog 4 [Source:HGNC Symbol;Acc:HGNC:20349]"
"561" "ORTHOMCL10487" "Q14517" "FAT1_HUMAN" "FAT1" "HUMAN" "FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]"
"568" "ORTHOMCL10488" "Q96IG2" "FXL20_HUMAN" "FXL20" "HUMAN" "F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]"
"572" "ORTHOMCL10489" "Q9UNX4" "WDR3_HUMAN" "WDR3" "HUMAN" "WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]"
"577" "ORTHOMCL10492" "Q9H857" "NT5D2_HUMAN" "NT5D2" "HUMAN" "5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]"
"578" "ORTHOMCL10493" "Q5FWF7" "FBX48_HUMAN" "FBX48" "HUMAN" "F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]"
"582" "ORTHOMCL10494" "O95198" "KLHL2_HUMAN" "KLHL2" "HUMAN" "kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]"
"586" "ORTHOMCL10496" "Q8N5H7" "SH2D3_HUMAN" "SH2D3" "HUMAN" "SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]"
"593" "ORTHOMCL10502" "P50453" "SPB9_HUMAN" "SPB9" "HUMAN" "serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]"
"597" "ORTHOMCL10504" "P31943" "HNRH1_HUMAN" "HNRH1" "HUMAN" "heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]"
"611" "ORTHOMCL10507" "Q9Y6I7" "WSB1_HUMAN" "WSB1" "HUMAN" "WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]"
"619" "ORTHOMCL10512" "Q12882" "DPYD_HUMAN" "DPYD" "HUMAN" "dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]"
"621" "ORTHOMCL10513" "Q53HV7" "SMUG1_HUMAN" "SMUG1" "HUMAN" "single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]"
"624" "ORTHOMCL10514" "Q5T2S8" "ARMC4_HUMAN" "ARMC4" "HUMAN" "armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]"
"626" "ORTHOMCL10515" "C9JTQ0" "ANR63_HUMAN" "ANR63" "HUMAN" "ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]"
"632" "ORTHOMCL10517" "Q5VV67" "PPRC1_HUMAN" "PPRC1" "HUMAN" "peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]"
"641" "ORTHOMCL10521" "Q9UFH2" "DYH17_HUMAN" "DYH17" "HUMAN" "dynein axonemal heavy chain 17 [Source:HGNC Symbol;Acc:HGNC:2946]"
"646" "ORTHOMCL10526" "Q16706" "MA2A1_HUMAN" "MA2A1" "HUMAN" "mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]"
"648" "ORTHOMCL10529" "Q7Z3U7" "MON2_HUMAN" "MON2" "HUMAN" "MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]"
"650" "ORTHOMCL10530" "P46013" "KI67_HUMAN" "KI67" "HUMAN" "marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]"
"651" "ORTHOMCL10531" "Q9NZJ5" "E2AK3_HUMAN" "E2AK3" "HUMAN" "eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]"
"661" "ORTHOMCL10532" "Q9Y5Q5" "CORIN_HUMAN" "CORIN" "HUMAN" "corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]"
"664" "ORTHOMCL10533" "P55197" "AF10_HUMAN" "AF10" "HUMAN" "MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]"
"669" "ORTHOMCL10537" "Q9H1I8" "ASCC2_HUMAN" "ASCC2" "HUMAN" "activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]"
"674" "ORTHOMCL10541" "Q0VF49" "K2012_HUMAN" "K2012" "HUMAN" "KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]"
"677" "ORTHOMCL10543" "Q8IVV2" "LOXH1_HUMAN" "LOXH1" "HUMAN" "lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]"
"679" "ORTHOMCL10544" "O14939" "PLD2_HUMAN" "PLD2" "HUMAN" "phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]"
"685" "ORTHOMCL10545" "Q9Y466" "NR2E1_HUMAN" "NR2E1" "HUMAN" "nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]"
"687" "ORTHOMCL10546" "Q495W5" "FUT11_HUMAN" "FUT11" "HUMAN" "fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]"
"694" "ORTHOMCL10551" "Q8N3Y7" "RDHE2_HUMAN" "RDHE2" "HUMAN" "short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]"
"698" "ORTHOMCL10554" "O15084" "ANR28_HUMAN" "ANR28" "HUMAN" "ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]"
"703" "ORTHOMCL10558" "O14495" "PLPP3_HUMAN" "PLPP3" "HUMAN" "phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]"
"708" "ORTHOMCL10561" "Q58F21" "BRDT_HUMAN" "BRDT" "HUMAN" "bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]"
"713" "ORTHOMCL10564" "Q9BUI4" "RPC3_HUMAN" "RPC3" "HUMAN" "RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]"
"716" "ORTHOMCL10565" "Q05C16" "LRC63_HUMAN" "LRC63" "HUMAN" "leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]"
"718" "ORTHOMCL10566" "Q9BV94" "EDEM2_HUMAN" "EDEM2" "HUMAN" "ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]"
"723" "ORTHOMCL10571" "Q6P2C0" "WDR93_HUMAN" "WDR93" "HUMAN" "WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]"
"725" "ORTHOMCL10573" "Q9P1Z9" "CC180_HUMAN" "CC180" "HUMAN" "coiled-coil domain containing 180 [Source:HGNC Symbol;Acc:HGNC:29303]"
